Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Fuel_type_D,Income
132881,25,8,3,1,Single,6,490.9960318,0,24349.80159
132756,49,32,2,0,Single,10,490.9612311,0,24127.06156
100693,47,27,1,1,Married,1,490.9507383,0,24263.53692
146726,44,26,4,0,Single,10,490.8547467,0,24150.73734
120151,23,6,3,1,Single,11,490.8473595,0,23988.36798
107065,69,52,2,1,Married,0,490.8277044,0,23964.38522
149865,56,39,3,1,Married,3,490.7600314,0,24241.00157
192820,18,0,2,0,Married,12,490.7504061,0,23989.52031
101681,21,2,4,1,Single,13,490.7404258,0,24122.02129
175890,59,40,4,0,Single,2,490.6784955,0,23972.92478
127747,53,33,2,0,Single,10,490.6586864,0,24279.93432
117291,57,39,3,0,Single,8,490.6286884,0,24157.43442
172823,31,10,3,0,Single,10,490.590609,0,24171.53045
132418,53,35,2,0,Single,8,490.554657,0,24044.73285
110024,24,6,3,1,Single,15,490.4523918,0,24161.61959
191384,19,0,2,1,Single,6,490.4280641,0,24229.40321
104885,33,12,2,0,Single,10,490.2322292,0,23948.61146
153850,36,18,2,0,Married,3,490.1887384,0,24274.43692
177448,22,4,3,1,Single,13,490.1057473,0,24214.28737
111578,45,28,2,1,Single,1,490.0793064,0,24030.96532
104411,56,36,2,0,Single,5,490.056154,0,23973.8077
199401,16,0,3,1,Single,14,490.0551278,0,24299.75639
128673,33,12,4,0,Married,0,490.0355162,0,24250.77581
142619,59,38,1,1,Single,15,490.0252621,0,24300.26311
139367,45,28,4,1,Married,5,490.0024758,0,24285.12379
186288,25,6,3,0,Single,14,489.9412642,0,24136.06321
133314,37,18,2,0,Single,15,489.9230992,0,23950.15496
191999,17,0,4,0,Married,12,489.8625991,0,24092.12996
106458,22,4,1,1,Married,6,489.859737,0,24239.98685
129757,24,5,1,0,Married,7,489.8566707,0,24252.83354
199853,19,1,2,1,Married,14,489.8100134,0,24015.50067
148317,26,8,1,0,Single,7,489.774795,0,24228.73975
180896,47,29,4,1,Single,5,489.70268,0,24133.134
143868,58,40,2,0,Single,8,489.6712881,0,23942.56441
164027,24,6,4,1,Single,12,489.5695559,0,24090.4778
161962,23,5,1,0,Married,9,489.5382292,0,23942.91146
168320,46,28,1,0,Single,8,489.5102333,0,24036.51167
179057,70,52,2,1,Married,4,489.4043716,0,24014.21858
157198,16,0,3,0,Single,15,489.3780602,0,24067.90301
111010,21,2,4,1,Married,4,489.3396942,0,24169.98471
128381,63,46,2,1,Single,1,489.1814974,0,24156.07487
160812,31,13,2,1,Married,1,489.1019963,0,23929.09982
141246,21,3,3,0,Married,12,489.0396797,0,23912.98399
113622,31,13,4,1,Married,3,489.0028192,0,23887.14096
108871,48,30,3,0,Single,0,488.9406356,0,23944.03178
101872,16,0,3,1,Married,10,488.9296432,0,24143.48216
131988,54,35,2,1,Married,0,488.9204235,0,23938.02118
114358,21,3,3,0,Single,15,488.8615895,0,23979.07948
188268,38,17,4,0,Single,2,488.8218131,0,24171.09066
102492,21,2,3,1,Married,7,488.7621336,0,24146.10668
109730,46,28,3,0,Single,8,488.755678,0,23965.7839
174141,27,7,1,1,Married,1,488.6956097,0,23977.78049
138819,43,22,3,0,Single,9,488.6824004,0,23950.12002
101197,35,16,3,1,Married,1,488.6605084,0,23928.02542
140249,18,0,2,1,Married,7,488.5919464,0,24177.59732
110053,24,5,2,1,Single,15,488.3864875,0,24130.32438
132739,32,11,2,0,Single,6,488.3738286,0,24164.69143
192481,43,22,2,0,Single,9,488.3588583,0,23926.94292
167511,55,38,1,0,Married,0,488.3571976,0,23960.85988
181808,37,18,2,1,Married,3,488.343685,0,24046.18425
186734,54,37,4,0,Single,7,488.2994065,0,23828.97033
158855,19,1,1,1,Married,2,488.2883074,0,23931.41537
117822,20,1,2,1,Single,12,488.2861253,0,24034.30627
100178,53,33,3,0,Single,1,488.2703453,0,24024.51727
177338,50,29,3,0,Single,15,488.2609925,0,24051.04963
157860,52,35,2,0,Married,1,488.2366164,0,24045.83082
121586,21,2,3,1,Married,9,488.227282,0,24147.3641
158744,17,0,2,0,Married,15,488.2250123,0,23953.25062
115787,28,8,4,0,Married,2,488.1996322,0,24208.98161
132908,17,0,3,0,Married,14,488.1049567,0,24123.24784
198848,30,11,3,0,Married,1,488.0595669,0,24163.97835
196420,30,12,2,1,Single,10,488.0137975,0,23868.68988
154889,16,0,2,0,Married,12,487.8985999,0,23866.93
148740,30,11,2,1,Single,0,487.8912641,0,24045.56321
143867,28,9,1,0,Married,2,487.8515553,0,23935.57777
132302,54,36,1,1,Single,8,487.8492932,0,23893.46466
195426,22,5,4,1,Single,11,487.8183517,0,23999.91759
115868,52,32,2,0,Married,4,487.7118325,0,23826.59163
144077,33,15,2,0,Married,1,487.6017329,0,24129.08665
140510,35,16,2,1,Married,1,487.5793938,0,24084.96969
185068,70,52,4,0,Single,10,487.4054935,0,23893.27468
177964,56,35,3,0,Single,10,487.3814349,0,24026.07175
170265,68,48,4,0,Married,3,487.3707488,0,23806.53744
160431,40,20,2,1,Single,9,487.3630135,0,23896.15068
155295,32,15,4,1,Married,3,487.361598,0,23956.0799
173205,58,39,3,1,Single,1,487.3560719,0,23852.8036
130001,28,11,3,1,Single,2,487.3538882,0,23767.69441
115154,23,6,1,0,Single,11,487.1763139,0,23780.8157
126611,41,20,1,0,Single,12,487.0448096,0,23870.24048
129101,24,7,2,1,Single,14,487.0326234,0,24029.63117
177919,29,9,4,1,Married,2,486.7930053,0,23784.65027
193275,38,18,4,0,Single,9,486.7611141,0,23870.05571
147945,58,39,2,0,Single,13,486.7217129,0,24054.08565
123079,25,8,1,0,Married,8,486.7162359,0,23989.8118
131296,37,16,3,1,Married,2,486.7029206,0,23967.14603
108447,25,6,2,1,Married,6,486.6687182,0,23800.43591
182490,49,28,4,1,Married,1,486.6595459,0,23915.9773
109977,52,31,4,1,Married,2,486.6339382,0,23731.69691
129783,16,0,3,1,Married,6,486.6290318,0,23982.45159
123111,45,25,3,0,Single,4,486.594638,0,24043.7319
120303,18,1,2,1,Single,12,486.5719053,0,23895.59527
194599,26,9,2,0,Single,6,486.5580131,0,23736.90066
131621,52,32,2,1,Married,0,486.4673105,0,23840.36553
165213,51,31,2,0,Single,10,486.428662,0,24009.4331
165567,48,30,2,0,Single,1,486.393953,0,23830.69765
144117,27,10,2,0,Single,6,486.329603,0,23773.48015
193752,52,34,3,0,Married,3,486.2978109,0,23826.89055
103279,52,33,1,0,Single,6,486.2943804,0,23988.71902
137040,47,26,3,0,Single,9,486.2389158,0,24036.94579
134035,43,23,3,0,Married,2,486.206212,0,23984.3106
191220,22,5,2,1,Married,15,486.1967145,0,23948.83573
143784,57,37,3,0,Single,9,486.1554713,0,23887.77357
172354,29,9,4,0,Married,2,486.1416042,0,23874.08021
198443,58,37,2,0,Married,5,486.1067787,0,23868.33894
128453,24,5,2,0,Single,14,486.0783301,0,23752.91651
153986,22,4,3,1,Single,12,486.0362198,0,23937.81099
139519,16,0,3,1,Single,7,485.9079225,0,24007.39613
190897,18,0,3,0,Married,11,485.739117,0,23848.95585
149615,22,3,4,1,Married,10,485.7020951,0,23717.10476
131564,46,26,2,1,Single,8,485.6433513,0,23802.16757
176186,50,30,3,1,Single,8,485.592403,0,23786.62015
163045,45,28,2,0,Single,8,485.4976689,0,23852.88345
174865,23,6,4,0,Single,13,485.4475021,0,24066.37511
165185,22,4,1,0,Single,12,485.4291054,0,23993.45527
144067,48,30,2,0,Single,9,485.3971298,0,23953.85649
151489,26,6,2,1,Single,1,485.3858243,0,23752.29122
136201,43,23,2,1,Married,1,485.269917,0,23875.49585
171392,25,6,2,1,Single,7,485.1853442,0,23781.26721
178213,63,42,3,0,Single,3,485.1799258,0,23849.99629
122051,56,39,3,1,Married,0,485.0029454,0,23873.14727
168315,63,44,2,1,Married,3,484.9096114,0,23791.48057
140220,17,0,1,0,Single,13,484.7934584,0,23748.67292
189674,23,4,3,1,Single,9,484.7094429,0,23684.47215
165949,19,0,1,1,Single,9,484.6961144,0,23641.80572
138689,23,5,3,1,Married,10,484.6273438,0,23998.36719
156841,21,3,2,0,Married,6,484.6149446,0,23839.74723
189276,38,18,1,1,Single,7,484.5883292,0,23687.41646
145027,24,7,3,1,Single,12,484.5543496,0,23741.71748
118085,25,6,2,1,Married,1,484.5439984,0,23833.19992
112606,41,20,3,0,Single,8,484.5409196,0,23887.04598
112431,27,8,1,0,Single,9,484.5144708,0,23679.72354
182192,18,0,2,0,Married,5,484.4999933,0,23723.99967
200208,21,2,2,0,Married,15,484.4608066,0,23944.04033
119029,18,0,3,1,Single,13,484.403153,0,23972.15765
185296,27,8,3,1,Single,6,484.3969299,0,23815.8465
139800,38,19,2,1,Single,9,484.3743228,0,23976.71614
125046,29,11,3,0,Married,1,484.3687625,0,24006.43813
114559,22,3,2,0,Single,11,484.3501358,0,23876.50679
179511,58,39,3,1,Married,0,484.3306049,0,23897.53025
142055,49,28,4,0,Married,3,484.2915255,0,23927.57628
152327,56,38,1,1,Single,6,484.2868664,0,23820.34332
190969,36,19,3,0,Single,9,484.2749778,0,23816.74889
184650,42,24,1,0,Single,6,484.2579932,0,23935.89966
111764,20,2,2,1,Single,12,484.2490831,0,23999.45416
152601,23,4,2,1,Single,14,484.2424026,0,23944.12013
117693,47,27,3,1,Married,5,484.2264568,0,23653.32284
186334,22,4,1,1,Single,10,484.2131818,0,23859.65909
165622,46,26,2,0,Single,8,484.2038417,0,23894.19209
118698,32,12,2,0,Single,3,484.183253,0,23956.16265
104415,20,3,4,0,Married,14,484.181639,0,23910.08195
103020,18,0,2,0,Married,7,484.1695927,0,23945.47964
106808,19,2,2,1,Single,13,484.1244503,0,23689.22252
194519,34,13,1,0,Single,9,484.1111346,0,23660.55673
118752,42,24,2,0,Single,6,483.9802141,0,23808.01071
199262,19,2,2,1,Married,9,483.7474678,0,23909.37339
190873,25,6,2,0,Married,6,483.6953914,0,23938.76957
183329,44,26,3,1,Single,7,483.656607,0,23945.83035
104758,56,39,2,0,Single,9,483.6039055,0,23635.19528
167948,65,45,3,0,Single,1,483.5479476,0,23913.39738
123194,46,26,4,0,Single,0,483.4326523,0,23869.63262
168704,50,32,2,1,Single,5,483.4007776,0,23840.03888
111812,22,4,4,1,Single,9,483.225785,0,23880.28925
161371,67,48,3,1,Married,5,483.1804634,0,23797.02317
148000,54,35,4,1,Single,5,482.9441626,0,23575.20813
119483,24,6,3,1,Single,12,482.918177,0,23776.90885
137286,25,8,1,0,Single,12,482.8592229,0,23902.96115
125984,24,7,1,1,Married,9,482.8298421,0,23784.49211
185320,39,21,4,1,Single,5,482.8221754,0,23804.10877
129117,22,3,2,1,Single,15,482.7932164,0,23822.66082
168569,21,4,3,1,Single,14,482.7765463,0,23704.82732
158933,18,1,4,0,Single,15,482.7386923,0,23930.93462
191062,66,47,4,1,Single,3,482.7107033,0,23654.53517
107080,50,30,3,0,Single,12,482.6817559,0,23861.0878
151793,45,27,2,1,Single,8,482.675552,0,23818.7776
196644,28,7,2,1,Single,10,482.6396475,0,23538.98238
131996,44,24,4,0,Single,8,482.6284386,0,23765.42193
179260,25,6,3,1,Single,11,482.6161107,0,23856.80554
104613,25,7,2,1,Single,14,482.6127533,0,23537.63767
121135,23,4,2,0,Single,12,482.5630144,0,23651.15072
187245,30,11,1,0,Single,10,482.5174629,0,23799.87315
133470,21,2,2,0,Single,10,482.433572,0,23712.6786
131442,64,45,3,1,Single,4,482.3919225,0,23584.59613
162225,19,2,3,0,Married,12,482.3618892,0,23763.09446
176964,19,0,3,0,Single,13,482.2764565,0,23790.82283
141655,31,12,1,0,Single,6,482.2712561,0,23519.56281
168301,61,42,1,0,Married,3,482.2699173,0,23850.49587
159198,20,1,4,1,Single,10,482.2676902,0,23715.38451
180166,19,2,3,0,Single,13,482.2491178,0,23553.45589
108598,25,8,3,1,Married,12,482.1907972,0,23728.53986
152351,25,6,1,1,Married,5,481.9361346,0,23601.80673
170974,25,8,1,0,Married,12,481.9321159,0,23726.6058
186358,46,26,4,0,Single,9,481.9254144,0,23584.27072
118207,35,18,2,1,Single,7,481.8868022,0,23742.34011
167845,54,36,2,0,Single,12,481.8815938,0,23837.07969
196724,28,9,1,1,Single,1,481.8169922,0,23609.84961
189720,16,0,3,0,Married,6,481.8037116,0,23600.18558
169883,47,26,4,0,Single,11,481.8013066,0,23867.06533
130311,23,4,2,1,Married,1,481.7940738,0,23830.70369
165197,37,20,2,0,Single,3,481.7089095,0,23739.44548
136860,17,0,3,1,Single,13,481.6609542,0,23798.04771
152722,17,0,1,0,Married,11,481.5460256,0,23570.30128
160356,34,14,3,0,Single,1,481.4673179,0,23551.3659
189904,17,0,2,1,Married,14,481.4394642,0,23855.97321
196262,22,3,2,0,Married,14,481.4381007,0,23694.90504
122207,26,8,1,0,Single,6,481.3734693,0,23756.67346
139437,58,40,2,1,Single,1,481.3603897,0,23757.01949
165045,58,41,3,0,Single,10,481.3387811,0,23864.93906
123166,16,0,2,1,Single,13,481.335332,0,23656.7666
171682,26,6,1,1,Single,1,481.2460799,0,23695.304
196594,22,4,1,0,Single,12,481.2308348,0,23614.54174
164469,25,8,3,0,Single,14,481.1921774,0,23654.60887
131627,24,5,1,1,Single,14,481.1598112,0,23797.99056
178913,47,28,1,0,Single,10,481.06576,0,23823.288
160670,30,13,2,1,Married,4,481.0608707,0,23647.04354
103284,16,0,1,1,Single,14,480.9872605,0,23718.36303
113307,28,8,2,0,Single,9,480.7857976,0,23458.28988
142478,59,42,3,0,Single,8,480.7611661,0,23510.05831
113437,68,48,3,0,Single,4,480.6950282,0,23561.75141
103588,43,24,1,1,Single,1,480.6784621,0,23516.92311
153748,38,19,3,0,Single,9,480.5787102,0,23649.93551
105181,46,26,4,1,Single,3,480.4791045,0,23541.95523
135494,19,2,3,0,Single,15,480.4408846,0,23717.04423
189757,67,50,1,1,Single,8,480.3987095,0,23531.93548
100454,43,23,2,0,Single,5,480.2553519,0,23613.7676
133689,70,53,1,0,Married,0,480.2444319,0,23564.2216
144868,19,1,3,1,Single,15,480.1608244,0,23585.04122
136948,24,5,3,0,Married,11,480.1355112,0,23619.77556
189856,36,17,1,0,Single,8,480.0813937,0,23603.06969
152444,20,1,2,1,Single,12,480.0008503,0,23510.04252
162637,50,31,2,1,Single,6,479.8953476,0,23701.76738
176790,65,44,1,0,Married,2,479.8133205,0,23790.66603
107134,19,2,2,0,Married,10,479.8115482,0,23662.57741
141110,21,4,1,0,Married,12,479.7951029,0,23669.75515
144571,40,19,3,1,Single,10,479.7233194,0,23762.16597
122863,59,39,3,1,Single,8,479.6351699,0,23762.7585
112711,40,21,2,1,Married,5,479.4438256,0,23597.19128
196931,17,0,1,1,Married,13,479.4391977,0,23660.95989
120992,30,11,2,0,Married,1,479.4186448,0,23499.93224
109596,16,0,2,1,Married,12,479.370976,0,23460.5488
185766,48,27,3,1,Single,9,479.3608092,0,23387.04046
141603,16,0,4,0,Single,15,479.3410737,0,23538.05369
173574,19,2,4,1,Married,9,479.3297971,0,23662.48986
184240,21,4,3,0,Married,9,479.3087251,0,23562.43626
113940,56,36,3,0,Married,2,479.2886062,0,23495.43031
163041,54,35,2,0,Single,7,479.2419774,0,23635.09887
140088,25,6,3,1,Single,7,479.2261433,0,23515.30717
120916,18,0,2,0,Single,14,479.1547418,0,23632.73709
167809,49,29,3,0,Single,7,479.1289101,0,23736.44551
144947,52,33,3,0,Married,3,479.0491104,0,23557.45552
123896,23,6,1,0,Married,6,479.0179823,0,23671.89912
103181,23,4,3,1,Single,2,478.9629212,0,23734.14606
139960,43,24,2,1,Single,2,478.956515,0,23372.82575
153449,65,45,4,0,Single,3,478.7439131,0,23627.19566
194182,19,2,4,0,Married,15,478.6726502,0,23528.63251
148796,47,28,1,1,Married,5,478.6587564,0,23359.93782
176483,32,11,3,1,Single,2,478.6572702,0,23510.86351
155734,20,1,2,1,Married,6,478.6484947,0,23701.42474
112625,17,0,3,1,Married,2,478.5992078,0,23521.96039
169908,53,36,3,0,Single,9,478.4915536,0,23332.57768
101018,63,45,3,1,Single,4,478.4706675,0,23410.53338
199343,57,38,1,1,Single,4,478.456794,0,23472.8397
174342,35,16,1,0,Single,6,478.423885,0,23660.19425
176878,18,1,3,0,Married,14,478.4200123,0,23559.00062
181488,25,7,2,0,Married,11,478.4084259,0,23520.4213
130299,42,25,3,1,Single,9,478.3853629,0,23581.26815
197034,17,0,2,0,Single,11,478.3743453,0,23385.71727
186036,16,0,1,0,Married,10,478.3520156,0,23450.60078
138462,28,9,3,0,Married,2,478.3088134,0,23369.44067
144856,22,4,2,0,Single,14,478.234253,0,23446.71265
146919,17,0,3,0,Married,14,478.2292338,0,23630.46169
173963,19,2,1,1,Single,11,478.2095857,0,23525.47929
169850,69,48,1,1,Married,3,478.2047046,0,23326.23523
120518,39,19,2,0,Single,10,478.1855179,0,23359.2759
123772,16,0,3,0,Married,14,478.0992495,0,23548.96248
163031,45,25,1,0,Single,5,478.0213205,0,23645.06603
193811,45,26,3,0,Single,1,478.0020698,0,23607.10349
128255,30,12,3,1,Single,9,477.9730572,0,23502.65286
136685,45,24,4,0,Married,1,477.9370871,0,23406.85436
139013,46,29,2,1,Single,3,477.8429567,0,23656.14784
102932,25,6,3,1,Married,12,477.7597317,0,23622.98659
141420,48,27,1,1,Single,8,477.7134309,0,23463.67155
113620,41,21,4,1,Single,3,477.5895786,0,23495.47893
167721,44,23,2,1,Single,1,477.4794187,0,23350.97094
190736,17,0,4,0,Married,8,477.4649244,0,23467.24622
159651,66,46,1,0,Single,3,477.3863378,0,23452.31689
120390,29,8,3,0,Single,9,477.317545,0,23476.87725
175008,32,12,3,1,Single,9,477.2962467,0,23416.81234
166336,36,18,2,1,Single,1,477.2749712,0,23622.74856
128035,38,19,4,0,Single,8,477.2124292,0,23356.62146
184068,53,34,1,1,Married,4,477.1837723,0,23513.18862
110949,49,31,2,0,Single,7,477.1025136,0,23301.12568
193501,62,45,2,1,Married,5,477.0693649,0,23620.46825
100377,17,0,2,0,Married,8,477.0562697,0,23464.81349
193500,54,35,2,1,Single,2,477.0516414,0,23406.58207
144231,42,23,3,0,Single,8,476.9330893,0,23257.65447
190114,63,45,3,1,Single,5,476.8854492,0,23292.27246
104980,17,0,1,0,Married,8,476.875928,0,23638.7964
140440,55,35,3,1,Single,10,476.8177299,0,23295.8865
183270,17,0,2,1,Married,6,476.8176623,0,23358.88312
166146,29,10,2,0,Married,4,476.6718857,0,23242.59429
183726,44,24,1,0,Single,9,476.6461403,0,23436.30702
188301,38,18,2,1,Single,9,476.5783822,0,23480.91911
176096,53,36,2,1,Married,1,476.5679194,0,23240.39597
125668,16,0,1,0,Married,12,476.5346165,0,23526.73083
189976,51,32,2,1,Married,1,476.4940151,0,23262.70076
182609,47,30,2,0,Single,10,476.4459709,0,23467.29855
174849,51,33,3,0,Single,8,476.4370649,0,23466.85325
144713,66,48,1,1,Single,3,476.4294007,0,23224.47004
140370,32,15,3,0,Married,4,476.3075253,0,23607.37627
104040,54,33,2,1,Single,9,476.2559945,0,23362.79973
157972,48,29,2,1,Single,8,476.174582,0,23497.7291
122075,20,2,2,1,Single,10,476.0955866,0,23460.77933
139263,24,7,3,1,Single,13,476.0368826,0,23550.84413
158016,28,10,2,0,Married,3,475.9737206,0,23329.68603
148072,23,6,4,0,Married,15,475.862397,0,23220.11985
148120,16,0,3,1,Single,10,475.8312058,0,23484.56029
178891,25,8,3,1,Single,6,475.7604088,0,23341.02044
158351,43,24,1,0,Single,10,475.7226569,0,23424.13285
127584,45,26,2,1,Single,10,475.6811129,0,23346.05565
110871,55,34,1,1,Single,9,475.6477521,0,23186.38761
188537,20,2,1,1,Single,12,475.6435642,0,23293.17821
155349,24,7,3,1,Married,10,475.6342245,0,23292.71123
138948,25,8,2,1,Married,13,475.6124439,0,23268.6222
114603,16,0,2,0,Single,14,475.5995397,0,23185.97699
149784,25,6,1,0,Married,15,475.4581044,0,23373.90522
182243,68,51,2,1,Married,3,475.4555198,0,23271.77599
187111,55,34,2,0,Single,7,475.419257,0,23469.96285
197069,31,10,2,0,Single,10,475.2954651,0,23258.77326
159776,36,15,3,0,Single,6,475.1906527,0,23448.53264
180497,55,34,3,1,Married,3,475.1007265,0,23456.03633
163806,46,26,2,1,Married,1,475.0563753,0,23272.81877
199466,57,39,3,0,Single,9,475.0068252,0,23535.34126
120285,53,35,2,0,Single,6,474.9232008,0,23266.16004
113585,29,12,2,1,Single,8,474.8403496,0,23538.01748
147780,31,12,3,1,Married,5,474.8034165,0,23378.17083
129251,57,39,4,0,Single,8,474.8023125,0,23449.11563
198453,41,21,3,0,Single,6,474.7189621,0,23390.94811
104458,58,39,3,0,Single,9,474.5904622,0,23279.52311
199860,20,3,3,0,Married,11,474.5805687,0,23300.02844
101265,50,33,3,0,Single,7,474.5715389,0,23242.57695
158325,36,16,2,1,Single,0,474.552357,0,23254.61785
164327,43,22,2,0,Single,10,474.4684224,0,23482.42112
117127,24,6,2,0,Single,15,474.4609259,0,23474.0463
160730,35,16,3,0,Single,6,474.3647466,0,23328.23733
125809,25,7,2,1,Married,6,474.2768161,0,23367.84081
188388,34,13,4,1,Single,3,474.2729374,0,23330.64687
140989,17,0,3,1,Single,13,474.1642879,0,23439.2144
185134,59,42,1,1,Single,1,474.1468687,0,23467.34344
149644,21,3,2,1,Single,13,474.1410582,0,23435.05291
188343,31,14,2,0,Married,0,474.1045373,0,23255.22687
176281,39,20,4,1,Single,9,474.0969887,0,23397.84944
170432,21,4,2,0,Married,8,473.9589177,0,23438.94589
175900,20,2,3,1,Married,10,473.9554607,0,23248.77304
102414,38,19,3,1,Married,3,473.9448117,0,23487.24059
168813,47,29,4,1,Single,4,473.8614676,0,23093.07338
111236,32,15,3,1,Married,1,473.7378405,0,23173.89203
152528,19,0,3,0,Married,11,473.6489793,0,23082.44897
125726,23,5,1,0,Married,12,473.6257225,0,23403.28613
146152,49,32,2,0,Single,6,473.6158634,0,23238.79317
191569,23,6,3,0,Married,14,473.6061402,0,23462.30701
134215,41,20,3,1,Single,6,473.4078969,0,23445.39485
110604,58,39,2,0,Single,6,473.3205102,0,23097.02551
149672,59,39,4,0,Married,5,473.3197121,0,23182.98561
198250,19,1,4,0,Married,13,473.3081657,0,23450.40829
138762,33,15,2,1,Married,3,473.2762357,0,23435.81179
131607,28,8,2,1,Single,7,473.2256212,0,23117.28106
105549,30,12,2,0,Single,7,473.1793042,0,23268.96521
141593,65,45,2,0,Single,13,473.1478957,0,23406.39479
140821,46,29,2,1,Married,0,473.0895948,0,23128.47974
113371,52,35,3,0,Married,0,473.0839452,0,23273.19726
125227,20,2,1,0,Married,10,473.0586347,0,23240.93174
145945,24,6,2,0,Single,13,473.0396868,0,23193.98434
121436,35,18,3,1,Single,7,473.0285608,0,23139.42804
122538,40,19,2,0,Single,6,473.0012563,0,23384.06282
197936,36,18,3,0,Married,1,472.9943625,0,23112.71813
181088,47,30,2,1,Single,10,472.9030689,0,23405.15345
101476,30,12,2,0,Single,10,472.8663498,0,23361.31749
191389,50,29,4,0,Single,6,472.8194975,0,23336.97488
190557,29,12,1,0,Single,7,472.8070804,0,23121.35402
125273,61,43,3,0,Single,8,472.7858557,0,23275.29279
155548,39,21,4,1,Married,0,472.7488777,0,23059.44389
123363,58,37,3,0,Single,10,472.6673133,0,23195.36567
177758,20,1,4,0,Married,11,472.6239431,0,23113.19716
165177,44,27,1,1,Single,10,472.5998112,0,23042.99056
129781,18,0,3,0,Single,14,472.598635,0,23268.93175
179284,34,17,3,1,Single,10,472.5141741,0,23389.70871
127847,46,26,3,0,Single,9,472.4845356,0,23424.22678
194850,43,26,1,1,Single,10,472.460003,0,23239.00015
