Merchant_Id,Annual_Sales,Merchant_Location,Zone,No_of_helpers,Daily_OPEN_hours,Years_Open,Owner's_Age,Owner's_Education,Cashier_Sales_Person_Age,Merchant_Type,Shopping_Complex_Or_Standalone
6026,75.49,Boston,S,8,23,3,49,No education,26,Patnership,Complex
1803,69.48,NJ City,N,5,16,1,66,Graduation,25,Owner,Standalone
6502,18.17,Boston,N,9,19,3,48,High School,26,Patnership,Complex
8134,479,NJ City,S,1,14,13,84,Graduation,21,Patnership,Complex
1514,113.68,NJ City,S,21,16,3,26,No education,29,Patnership,Complex
4169,121,NJ City,N,1,18,25,41,High School,19,Patnership,Standalone
1637,57.38,NJ City,N,1,20,1,39,No education,20,Patnership,Standalone
2308,13.2,NJ City,N,10,16,3,30,High School,29,Franchise,Complex
8525,83.85,NJ City,N,22,24,3,68,No education,30,Patnership,Standalone
9801,404,NJ City,N,1,16,22,66,Graduation,26,Patnership,Standalone
1827,389,NJ City,E,2,19,5,58,Graduation,22,Owner,Standalone
5157,357,Boston,N,3,24,15,25,Graduation,18,Patnership,Standalone
1586,238,NJ City,S,1,22,6,67,High School,30,Patnership,Complex
6202,374,Boston,S,2,14,7,51,Graduation,30,Patnership,Complex
2649,155,NJ City,N,2,13,25,32,High School,35,Patnership,Standalone
8842,496,NJ City,S,2,15,9,56,Graduation,18,Patnership,Complex
4434,306,NJ City,S,3,24,17,50,High School,21,Patnership,Complex
7938,422,Boston,S,2,16,12,36,Graduation,35,Patnership,Complex
8324,72.96,NJ City,N,18,16,1,64,No education,22,Franchise,Complex
7573,430,Boston,N,2,15,6,60,Graduation,25,Patnership,Standalone
5704,46.23,Boston,N,2,21,2,81,High School,33,Franchise,Complex
4109,114,NJ City,N,2,16,17,72,High School,33,Patnership,Standalone
5647,113.12,Boston,E,11,10,3,42,High School,31,Owner,Standalone
437,3.16,NJ City,N,21,9,3,33,No education,22,Patnership,Standalone
7283,465,Boston,E,2,20,13,33,Graduation,24,Owner,Standalone
8450,474,NJ City,S,3,9,8,64,Graduation,31,Patnership,Complex
5,185,NY City,N,2,9,25,29,High School,32,Franchise,Complex
8498,437,NJ City,S,1,8,15,35,Graduation,24,Patnership,Complex
8882,396,NJ City,S,1,8,7,32,Graduation,29,Patnership,Complex
2519,282,NJ City,E,1,18,18,38,High School,30,Owner,Standalone
7723,465,Boston,E,1,20,18,53,Graduation,18,Owner,Standalone
1853,45.66,NJ City,N,15,24,2,49,No education,30,Patnership,Standalone
1364,113.4,NJ City,W,17,10,3,60,No education,29,Franchise,Complex
3938,82.32,NJ City,S,22,23,3,66,No education,19,Patnership,Complex
4484,113.87,NJ City,W,3,18,4,32,No education,25,Franchise,Complex
3088,291,NJ City,W,3,9,11,79,High School,34,Franchise,Complex
1619,241,NJ City,E,2,12,7,40,High School,18,Owner,Standalone
8888,370,NJ City,W,1,16,19,51,Graduation,22,Franchise,Complex
3851,93.4,NJ City,E,10,16,2,38,No education,33,Owner,Standalone
916,122.13,NJ City,W,11,11,4,55,High School,23,Franchise,Complex
9119,396.79,NJ City,E,7,18,4,47,No education,24,Owner,Standalone
5080,450,Boston,W,3,10,11,47,Graduation,18,Franchise,Complex
8913,348.33,NJ City,N,12,19,4,29,Graduation,31,Patnership,Standalone
3930,125,NJ City,S,3,19,11,34,High School,18,Patnership,Complex
1345,131,NJ City,N,3,23,20,73,High School,22,Patnership,Standalone
6529,493,Boston,N,2,17,10,64,Graduation,29,Patnership,Standalone
8517,398,NJ City,N,3,8,11,60,Graduation,33,Patnership,Standalone
2234,53.13,NJ City,S,23,15,4,82,No education,21,Patnership,Complex
9262,91.8,NJ City,S,3,8,3,69,High School,33,Patnership,Complex
2103,117.26,NJ City,E,6,10,1,35,Graduation,27,Owner,Standalone
2627,180,NJ City,E,2,21,13,66,High School,30,Owner,Standalone
8306,443,NJ City,S,1,15,24,83,Graduation,29,Patnership,Complex
690,172,NJ City,S,1,19,19,61,High School,20,Patnership,Complex
9639,405,NJ City,E,1,13,24,83,Graduation,31,Owner,Standalone
6384,473,Boston,W,2,12,6,59,Graduation,25,Franchise,Complex
7511,1.61,Boston,N,1,14,1,26,No education,23,Owner,Standalone
9941,351,NJ City,N,2,22,8,73,Graduation,22,Patnership,Standalone
8303,360,NJ City,E,3,24,18,73,Graduation,25,Owner,Standalone
1261,6.98,NJ City,N,19,14,1,52,High School,19,Patnership,Standalone
9598,362,NJ City,S,1,15,17,36,Graduation,26,Patnership,Complex
2340,47.35,NJ City,W,22,11,1,66,Graduation,25,Franchise,Complex
1188,130,NJ City,W,2,15,23,84,High School,29,Franchise,Complex
5738,476,Boston,S,3,10,9,70,Graduation,22,Patnership,Complex
7908,432,Boston,W,3,17,7,45,Graduation,22,Franchise,Complex
3435,78.43,NJ City,E,18,21,1,43,Graduation,27,Owner,Standalone
7161,457.67,Boston,N,18,19,2,62,Graduation,18,Patnership,Standalone
2259,88.45,NJ City,E,13,16,4,67,Graduation,24,Owner,Standalone
6135,5.47,Boston,N,17,11,3,35,Graduation,21,Owner,Standalone
6895,352,Boston,E,3,10,11,81,Graduation,34,Owner,Standalone
193,62.07,NJ City,N,1,24,1,60,High School,29,Patnership,Standalone
196,275,NJ City,W,1,8,21,45,High School,20,Franchise,Complex
5546,430,Boston,S,1,22,18,61,Graduation,33,Patnership,Complex
5208,432,Boston,W,3,19,6,66,Graduation,19,Franchise,Complex
6601,7.71,Boston,N,13,10,4,61,High School,23,Patnership,Standalone
3811,12.44,NJ City,N,13,23,2,41,High School,19,Owner,Standalone
719,28.8,NJ City,N,3,13,1,76,No education,19,Owner,Standalone
5952,264,Boston,W,5,20,4,40,Graduation,22,Franchise,Complex
2960,111,NJ City,W,2,8,23,67,High School,27,Franchise,Complex
4854,151.76,NJ City,S,14,18,2,69,Graduation,32,Patnership,Complex
3320,184,NJ City,W,2,8,23,36,High School,25,Franchise,Complex
5595,475,Boston,E,2,14,17,66,Graduation,24,Owner,Standalone
1685,272.67,NJ City,N,13,24,1,31,No education,18,Patnership,Standalone
3730,230.25,NJ City,S,18,15,4,80,High School,24,Patnership,Complex
5552,10.62,Boston,N,25,8,4,57,No education,27,Franchise,Complex
5253,353,Boston,N,1,15,13,73,Graduation,35,Patnership,Standalone
8686,382,NJ City,S,2,17,17,54,Graduation,35,Patnership,Complex
3252,258,NJ City,W,2,15,8,38,High School,20,Franchise,Complex
3526,112.73,NJ City,S,2,21,4,72,High School,33,Patnership,Complex
4677,109,NJ City,N,3,17,25,68,High School,35,Patnership,Standalone
686,218,NJ City,S,1,20,6,38,High School,28,Patnership,Complex
1707,29.98,NJ City,N,13,21,3,37,Graduation,31,Owner,Standalone
7572,105.9,Boston,W,12,12,1,26,Graduation,31,Franchise,Complex
1900,51.8,NJ City,W,5,8,4,81,High School,25,Franchise,Complex
7601,410,Boston,N,1,20,16,64,Graduation,21,Patnership,Standalone
1952,434.62,NJ City,W,20,17,3,79,No education,21,Franchise,Complex
2495,154,NJ City,E,3,13,24,55,High School,23,Owner,Standalone
8335,389,NJ City,E,2,13,9,55,Graduation,21,Owner,Standalone
3848,174,NJ City,W,1,21,20,34,High School,32,Franchise,Complex
5419,318.49,Boston,E,4,24,3,84,High School,31,Owner,Standalone
3140,16,NJ City,N,20,24,2,55,No education,24,Franchise,Complex
7023,132.94,Boston,E,10,22,4,83,Graduation,27,Owner,Standalone
6211,0.75,Boston,N,3,14,3,59,High School,32,Owner,Standalone
6347,408.52,Boston,E,12,18,2,75,No education,31,Owner,Standalone
2389,62.49,NJ City,N,24,14,3,82,High School,34,Patnership,Standalone
2175,16.71,NJ City,N,16,19,2,67,Graduation,24,Owner,Standalone
2324,28.17,NJ City,N,7,10,1,31,No education,21,Franchise,Complex
4641,244,NJ City,N,2,20,8,76,High School,27,Patnership,Standalone
7910,291.45,Boston,S,14,9,4,40,No education,31,Patnership,Complex
3358,150,NJ City,S,2,20,24,69,High School,18,Patnership,Complex
6894,79.93,Boston,S,7,18,4,70,Graduation,23,Patnership,Complex
5920,435,Boston,W,2,24,15,54,Graduation,28,Franchise,Complex
4310,38.86,NJ City,N,11,23,2,51,No education,31,Patnership,Complex
5197,52.48,Boston,N,12,18,3,34,High School,18,Patnership,Standalone
5945,6.69,Boston,N,19,23,1,43,No education,30,Patnership,Standalone
9230,475,NJ City,S,3,10,5,28,Graduation,33,Patnership,Complex
7049,413,Boston,N,1,18,14,41,Graduation,29,Patnership,Standalone
9845,372,NJ City,N,3,16,25,54,Graduation,24,Patnership,Standalone
8506,450,NJ City,S,1,12,20,38,Graduation,23,Patnership,Complex
8452,367,NJ City,W,1,10,25,81,Graduation,29,Franchise,Complex
40,166,NY City,W,3,24,14,27,High School,34,Franchise,Complex
6170,46.46,Boston,N,10,10,3,78,No education,34,Patnership,Complex
9883,438,NJ City,E,1,15,9,68,Graduation,18,Owner,Standalone
7879,398,Boston,E,3,18,20,57,Graduation,34,Owner,Standalone
2137,138,NJ City,N,1,14,6,40,High School,29,Patnership,Standalone
357,135.2,NJ City,N,3,14,4,40,Graduation,34,Patnership,Standalone
262,243.02,NJ City,S,2,24,4,49,High School,35,Patnership,Complex
7999,46.88,Boston,N,18,10,4,78,High School,34,Owner,Standalone
2708,272,NJ City,W,2,19,13,38,High School,34,Franchise,Complex
7081,464,Boston,N,3,24,13,66,Graduation,30,Patnership,Standalone
2236,63.52,NJ City,N,1,13,2,30,High School,35,Franchise,Complex
8184,495,NJ City,W,3,12,13,60,Graduation,18,Franchise,Complex
2346,185,NJ City,S,1,12,19,38,High School,20,Patnership,Complex
9851,390,NJ City,E,3,23,20,71,Graduation,27,Owner,Standalone
4569,104,NJ City,N,1,12,20,77,High School,20,Patnership,Standalone
6555,108.25,Boston,E,21,13,1,59,Graduation,30,Owner,Standalone
6276,466,Boston,W,1,20,25,61,Graduation,20,Franchise,Complex
8103,455,NJ City,E,2,19,23,26,Graduation,18,Owner,Standalone
5935,498,Boston,E,2,9,9,46,Graduation,26,Owner,Standalone
6742,34.75,Boston,N,12,10,3,42,High School,32,Patnership,Complex
8737,493,NJ City,N,2,14,20,35,Graduation,18,Patnership,Standalone
3857,20.14,NJ City,N,16,12,2,55,No education,20,Patnership,Standalone
3321,36.67,NJ City,N,11,17,4,55,Graduation,27,Patnership,Standalone
8271,382,NJ City,E,2,20,11,67,Graduation,20,Owner,Standalone
9464,434.77,NJ City,W,2,21,4,43,No education,32,Franchise,Complex
6374,424,Boston,S,2,17,20,61,Graduation,27,Patnership,Complex
9496,461,NJ City,W,3,14,18,77,Graduation,30,Franchise,Complex
5934,408,Boston,S,1,16,21,85,Graduation,27,Patnership,Complex
3359,100.33,NJ City,E,25,18,4,32,No education,24,Owner,Standalone
1931,298,NJ City,E,1,17,12,26,High School,33,Owner,Standalone
140,226,NJ City,W,1,20,17,43,High School,29,Franchise,Complex
5279,99.62,Boston,E,18,9,2,75,No education,31,Owner,Standalone
873,101,NJ City,N,1,22,16,51,High School,20,Patnership,Standalone
6281,469,Boston,N,1,20,15,41,Graduation,33,Patnership,Standalone
5247,419,Boston,E,3,12,12,52,Graduation,26,Owner,Standalone
8201,48.51,NJ City,N,14,18,1,30,No education,33,Patnership,Standalone
2001,227,NJ City,N,3,19,19,68,High School,20,Patnership,Standalone
6776,439,Boston,W,2,14,8,47,Graduation,30,Franchise,Complex
1915,290.21,NJ City,E,4,17,4,82,High School,23,Owner,Standalone
2981,17.39,NJ City,N,24,19,2,25,No education,21,Patnership,Standalone
6671,79.59,Boston,E,14,24,1,82,No education,19,Owner,Standalone
2635,200,NJ City,E,1,9,9,55,High School,33,Owner,Standalone
9484,346.37,NJ City,W,22,23,2,34,High School,29,Franchise,Complex
3844,280,NJ City,W,3,16,17,57,High School,32,Franchise,Complex
2240,258,NJ City,W,3,9,20,76,High School,23,Franchise,Complex
1554,10.64,NJ City,N,6,21,1,54,Graduation,22,Patnership,Complex
3975,57.81,NJ City,E,7,23,2,44,Graduation,34,Owner,Standalone
1632,22.45,NJ City,N,2,15,3,54,Graduation,34,Franchise,Complex
2528,54.07,NJ City,W,16,13,2,39,No education,18,Franchise,Complex
1686,481.11,NJ City,S,12,12,4,56,Graduation,25,Patnership,Complex
8141,0.37,NJ City,N,6,16,1,63,No education,21,Patnership,Standalone
1968,491.43,NJ City,W,16,17,1,76,Graduation,27,Franchise,Complex
5728,469,Boston,W,3,8,12,39,Graduation,32,Franchise,Complex
8739,37.19,NJ City,N,15,14,3,52,Graduation,29,Owner,Standalone
6122,100.32,Boston,S,23,13,2,40,No education,30,Patnership,Complex
2493,121.74,NJ City,N,20,12,4,52,Graduation,35,Patnership,Standalone
7444,42.32,Boston,N,16,14,3,33,High School,19,Franchise,Complex
9273,379,NJ City,N,3,20,20,69,Graduation,21,Patnership,Standalone
7508,34.78,Boston,N,15,23,1,85,No education,32,Franchise,Complex
3374,183,NJ City,S,2,17,15,41,High School,19,Patnership,Complex
6520,446,Boston,W,2,8,13,81,Graduation,35,Franchise,Complex
9728,431,NJ City,W,1,19,5,33,Graduation,35,Franchise,Complex
876,190,NJ City,W,2,13,11,76,High School,35,Franchise,Complex
5802,58.87,Boston,S,10,10,2,62,Graduation,19,Patnership,Complex
8583,100.13,NJ City,E,13,15,4,77,Graduation,32,Owner,Standalone
1526,287.5,NJ City,S,11,22,2,75,No education,26,Patnership,Complex
6656,434,Boston,W,3,22,20,56,Graduation,34,Franchise,Complex
7273,474,Boston,N,3,15,5,47,Graduation,26,Patnership,Standalone
1039,133.3,NJ City,E,22,23,3,82,High School,25,Owner,Standalone
8844,64.87,NJ City,N,5,13,4,75,Graduation,28,Franchise,Complex
9312,397,NJ City,W,1,24,14,31,Graduation,29,Franchise,Complex
1335,228,NJ City,E,1,21,24,28,High School,33,Owner,Standalone
3380,275,NJ City,W,3,10,25,79,High School,31,Franchise,Complex
7574,356,Boston,S,1,19,20,76,Graduation,27,Patnership,Complex
1770,91.46,NJ City,S,4,12,4,31,Graduation,22,Patnership,Complex
4068,223,NJ City,W,3,16,24,52,High School,21,Franchise,Complex
6622,121.96,Boston,S,4,24,3,83,High School,27,Patnership,Complex
3556,159,NJ City,W,2,11,13,85,High School,21,Franchise,Complex
8408,457,NJ City,W,1,24,25,56,Graduation,34,Franchise,Complex
6835,98.95,Boston,E,10,18,4,73,High School,26,Owner,Standalone
8007,495,Boston,E,2,17,17,69,Graduation,29,Owner,Standalone
4818,244,NJ City,S,2,11,8,52,High School,20,Patnership,Complex
7323,462,Boston,E,2,24,14,35,Graduation,24,Owner,Standalone
9122,115.65,NJ City,S,13,15,4,42,No education,35,Patnership,Complex
1533,149,NJ City,N,1,21,12,59,High School,24,Patnership,Standalone
7330,104.79,Boston,S,12,16,3,80,High School,26,Patnership,Complex
8819,386,NJ City,E,3,19,6,66,Graduation,18,Owner,Standalone
4963,227,Boston,E,3,11,7,76,High School,27,Owner,Standalone
972,177,NJ City,W,2,18,18,80,High School,18,Franchise,Complex
590,218,NJ City,S,1,12,11,53,High School,35,Patnership,Complex
2075,311,NJ City,E,3,10,21,68,High School,28,Owner,Standalone
5371,117.52,Boston,E,25,12,1,38,High School,22,Owner,Standalone
8146,437,NJ City,S,2,16,23,76,Graduation,25,Patnership,Complex
3283,177,NJ City,E,2,20,13,85,High School,23,Owner,Standalone
9401,416,NJ City,N,3,13,6,30,Graduation,31,Patnership,Standalone
2188,387,NJ City,W,3,16,5,59,Graduation,32,Franchise,Complex
1550,162,NJ City,S,3,22,14,58,High School,35,Patnership,Complex
1565,109,NJ City,N,3,17,20,58,High School,24,Patnership,Standalone
2698,261,NJ City,S,2,22,20,78,High School,26,Patnership,Complex
6238,398,Boston,S,3,23,16,53,Graduation,32,Patnership,Complex
4686,460.94,NJ City,S,21,20,3,74,Graduation,25,Patnership,Complex
8012,469,Boston,W,3,12,18,40,Graduation,27,Franchise,Complex
3177,359.02,NJ City,N,7,23,3,33,Graduation,32,Patnership,Standalone
872,265,NJ City,W,1,24,20,42,High School,26,Franchise,Complex
640,405,NJ City,W,3,22,5,62,Graduation,24,Franchise,Complex
3203,126.13,NJ City,E,6,24,2,82,No education,24,Owner,Standalone
9345,375,NJ City,N,3,17,17,67,Graduation,25,Patnership,Standalone
9231,98.4,NJ City,E,13,13,2,54,Graduation,26,Owner,Standalone
1075,151,NJ City,E,3,8,7,25,High School,24,Owner,Standalone
1435,303,NJ City,E,2,17,24,80,High School,28,Owner,Standalone
9466,460,NJ City,S,3,22,25,80,Graduation,32,Patnership,Complex
7684,412,Boston,W,3,12,12,78,Graduation,33,Franchise,Complex
2579,264,NJ City,E,1,23,14,50,High School,22,Owner,Standalone
423,49.69,NJ City,E,23,11,3,81,Graduation,32,Owner,Standalone
6901,40.2,Boston,N,1,8,4,27,High School,30,Patnership,Standalone
8435,52.7,NJ City,E,7,8,2,59,No education,27,Owner,Standalone
7524,36.25,Boston,N,1,16,1,28,Graduation,18,Franchise,Complex
2548,173.81,NJ City,W,2,8,4,36,High School,32,Franchise,Complex
7414,95.27,Boston,S,15,11,2,42,High School,25,Patnership,Complex
9242,482,NJ City,S,1,24,14,58,Graduation,23,Patnership,Complex
5236,364,Boston,W,1,18,23,63,Graduation,21,Franchise,Complex
715,224,NJ City,E,3,9,14,69,High School,32,Owner,Standalone
8336,490,NJ City,W,3,12,13,37,Graduation,29,Franchise,Complex
434,317,NJ City,S,2,15,18,81,High School,30,Patnership,Complex
9599,415.3,NJ City,E,1,15,4,65,No education,21,Owner,Standalone
4492,463.83,NJ City,W,9,10,3,58,High School,29,Franchise,Complex
5718,494,Boston,S,2,18,11,39,Graduation,21,Patnership,Complex
2452,481,NJ City,W,2,9,5,68,Graduation,22,Franchise,Complex
6857,490,Boston,N,1,19,18,75,Graduation,25,Patnership,Standalone
4069,478,NJ City,N,3,8,5,63,Graduation,33,Patnership,Standalone
1498,75.68,NJ City,S,6,10,3,33,High School,27,Patnership,Complex
9252,38.5,NJ City,N,1,15,1,46,Graduation,21,Franchise,Complex
6955,39.7,Boston,N,12,12,1,27,High School,32,Owner,Standalone
4803,83.08,NJ City,E,1,18,2,31,Graduation,22,Owner,Standalone
9139,391,NJ City,E,1,16,24,47,Graduation,25,Owner,Standalone
1420,112,NJ City,W,3,18,10,25,High School,27,Franchise,Complex
6957,436,Boston,N,2,19,19,49,Graduation,24,Patnership,Standalone
8151,422,NJ City,E,3,24,6,36,Graduation,23,Owner,Standalone
1373,197,NJ City,N,1,11,22,52,High School,18,Patnership,Standalone
5368,495,Boston,W,2,20,23,60,Graduation,27,Franchise,Complex
3659,4.45,NJ City,N,9,11,1,40,No education,18,Owner,Standalone
5152,297.03,Boston,W,20,10,4,51,High School,26,Franchise,Complex
1821,174,NJ City,N,3,14,10,36,High School,21,Patnership,Standalone
3461,93.09,NJ City,N,6,11,3,79,No education,29,Patnership,Standalone
1223,90.38,NJ City,E,25,8,4,64,No education,18,Owner,Standalone
6734,109.65,Boston,S,13,21,4,28,No education,28,Patnership,Complex
7473,424,Boston,N,3,16,12,42,Graduation,27,Patnership,Standalone
9918,495,NJ City,S,2,18,19,64,Graduation,29,Patnership,Complex
5024,367.56,Boston,W,7,22,1,31,No education,31,Franchise,Complex
7884,430,Boston,W,3,16,9,62,Graduation,30,Franchise,Complex
6646,463,Boston,S,1,12,16,32,Graduation,29,Patnership,Complex
1582,114,NJ City,S,3,16,9,74,High School,34,Patnership,Complex
7107,357,Boston,E,2,17,8,85,Graduation,22,Owner,Standalone
2569,293,NJ City,N,3,21,16,62,High School,24,Patnership,Standalone
6424,497,Boston,W,2,9,5,33,Graduation,19,Franchise,Complex
9043,93.36,NJ City,E,21,16,4,56,High School,27,Owner,Standalone
4706,153,NJ City,S,3,24,10,30,High School,25,Patnership,Complex
4691,205,NJ City,E,2,15,13,26,High School,22,Owner,Standalone
7464,105.22,Boston,W,15,15,2,81,Graduation,33,Franchise,Complex
3999,188,NJ City,E,1,19,19,59,High School,33,Owner,Standalone
5541,371,Boston,N,1,11,16,67,Graduation,34,Patnership,Standalone
7222,384,Boston,S,3,10,19,53,Graduation,20,Patnership,Complex
5500,394,Boston,W,1,23,15,71,Graduation,35,Franchise,Complex
4943,272,Boston,E,2,12,15,47,High School,18,Owner,Standalone
2465,303,NJ City,N,3,10,21,61,High School,33,Patnership,Standalone
1211,196.93,NJ City,E,17,18,3,53,No education,28,Owner,Standalone
2805,228,NJ City,N,1,20,11,54,High School,22,Patnership,Standalone
5852,390,Boston,W,2,15,23,41,Graduation,23,Franchise,Complex
8438,22.16,NJ City,N,14,13,3,74,No education,27,Patnership,Complex
6481,38.38,Boston,N,6,13,2,48,High School,23,Patnership,Standalone
7897,420,Boston,N,3,17,20,57,Graduation,23,Patnership,Standalone
4790,311,NJ City,S,1,14,15,47,High School,29,Patnership,Complex
379,201,NJ City,E,3,23,17,52,High School,21,Owner,Standalone
5850,406,Boston,S,3,19,20,33,Graduation,34,Patnership,Complex
605,312,NJ City,N,2,18,16,49,High School,35,Patnership,Standalone
7455,46.34,Boston,N,14,16,1,37,Graduation,35,Owner,Standalone
7402,476,Boston,S,2,8,21,27,Graduation,29,Patnership,Complex
5044,100.77,Boston,W,18,23,3,28,High School,20,Franchise,Complex
2327,6.22,NJ City,N,8,15,2,27,No education,22,Owner,Standalone
9750,429,NJ City,S,2,13,17,34,Graduation,21,Patnership,Complex
6182,96.03,Boston,S,18,23,4,51,No education,34,Patnership,Complex
5369,358,Boston,N,3,9,21,70,Graduation,26,Patnership,Standalone
6186,398,Boston,S,2,8,18,79,Graduation,33,Patnership,Complex
4481,222,NJ City,N,2,24,7,74,High School,20,Patnership,Standalone
905,148,NJ City,N,2,16,14,75,High School,31,Patnership,Standalone
1788,169,NJ City,W,1,21,7,62,High School,23,Franchise,Complex
6253,406,Boston,N,2,10,25,46,Graduation,27,Patnership,Standalone
3867,111.31,NJ City,E,25,9,3,26,Graduation,27,Owner,Standalone
7740,385,Boston,W,1,14,20,59,Graduation,34,Franchise,Complex
1091,235,NJ City,E,2,22,22,84,High School,34,Owner,Standalone
8812,487,NJ City,W,2,9,22,41,Graduation,34,Franchise,Complex
5170,417,Boston,S,2,18,16,67,Graduation,35,Patnership,Complex
5242,448,Boston,S,1,12,17,49,Graduation,33,Patnership,Complex
3652,319,NJ City,W,1,16,19,36,High School,34,Franchise,Complex
8629,87.03,NJ City,N,16,12,4,74,High School,23,Patnership,Standalone
1576,172,NJ City,W,1,8,6,76,High School,32,Franchise,Complex
2212,124,NJ City,W,1,8,11,46,High School,34,Franchise,Complex
3655,24.71,NJ City,N,15,17,3,37,High School,21,Owner,Standalone
